테마분류,코스 아이디,관광지 아이디,지역 아이디,관광지명,경도(도),위도(도),코스순서,이동시간,실내구분,테마명
TH05,387,38709,5013025000,(서귀포)김정희유배지,126.2786308,33.249837,9,20,실외,종교/역사/전통
TH01,387,38710,5011031000,(제주)제주현대미술관,126.2624171,33.3393122,10,22,실내,문화/예술
TH03,387,38711,5011025000,(제주)제주돌마을공원,126.2536919,33.35378299,11,24,실외,자연/힐링
TH03,388,38801,5011031000,(제주)오월의 꽃,126.267367,33.319784,1,0,실내,자연/힐링
TH03,388,38802,5013060000,(서귀포)엉또폭포,126.4762443,33.23565139,2,3,실외,자연/힐링
TH03,388,38803,5011025000,(제주)한림공원,126.2396923,33.39022333,3,6,실외,자연/힐링
TH03,388,38804,5011025900,(제주)5.16도로숲터널,126.6002142,33.4278934,4,9,실외,자연/힐링
TH03,389,38901,5011033000,(제주)우도해양도립공원,126.953361,33.5064911,1,0,실외,자연/힐링
TH05,389,38902,5011025600,(제주)제주해녀박물관,126.8634277,33.52361087,2,2,실내,종교/역사/전통
TH03,389,38903,5013025900,(서귀포)성산일출봉,126.9368006,33.46223466,3,5,실외,자연/힐링
TH03,389,38904,5013025900,(서귀포)일출랜드,126.7618545,33.32474186,4,7,실외,자연/힐링
TH03,389,38905,5011025600,(제주)토끼섬,126.8897319,33.52035165,5,10,실외,자연/힐링
TH03,389,38906,5011025600,(제주)세화해안도로,126.8626094,33.5210386,6,12,실외,자연/힐링
TH03,389,38907,5011025600,(제주)세화해변,126.8520445,33.5225711,7,14,실외,자연/힐링
TH03,389,38908,5011025600,(제주)하도해변,126.8476574,33.53234881,8,17,실외,자연/힐링
TH03,390,39001,5011025600,(제주)세화해안도로,126.8626094,33.5210386,1,0,실외,자연/힐링
TH03,390,39002,5011025600,(제주)세화해변,126.8520445,33.5225711,2,2,실외,자연/힐링
TH05,390,39003,5013025900,(서귀포)혼인지,126.8940798,33.414842,3,4,실외,종교/역사/전통
TH03,390,39004,5013025900,(서귀포)섭지코지,126.9252221,33.43180062,4,7,실외,자연/힐링
TH03,390,39005,5011025600,(제주)만장굴,126.8520445,33.5225711,5,9,실외,자연/힐링
TH03,390,39006,5011033000,(제주)우도해양도립공원,126.953361,33.5064911,6,11,실외,자연/힐링
TH03,390,39007,5013059000,(서귀포)새섬,126.5141448,33.24314807,7,15,실외,자연/힐링
TH01,390,39008,5013062000,(서귀포)제주테디베어박물관,126.4121587,33.25030314,8,18,실내,문화/예술
TH04,390,39009,5013059000,(서귀포)제주월드컵경기장,126.5092777,33.24621974,9,20,실외,캠핑/스포츠
TH01,390,39010,5013062000,(서귀포)제주유리박물관,126.3701581,33.27851287,10,22,실내,문화/예술
TH01,391,39101,5013051000,(서귀포)이중섭미술관,126.5649489,33.2459155,1,0,실내,문화/예술
TH03,391,39102,5013054000,(서귀포)외돌개,126.5586944,33.24250264,2,2,실외,자연/힐링
TH01,391,39103,5013025000,(서귀포)제주추사관,126.2857108,33.26058312,3,5,실내,문화/예술
TH05,391,39104,5011057000,(제주)제주향교,126.5159138,33.51147394,4,8,실내,종교/역사/전통
TH03,391,39105,5013025900,(서귀포)신양섭지코지 해변,126.9252221,33.43180062,5,12,실외,자연/힐링
TH03,391,39106,5011031000,(제주)생각하는 정원,126.2550063,33.32558531,6,16,실외,자연/힐링
TH01,391,39107,5011031000,(제주)제주현대미술관,126.2624171,33.3393122,7,18,실내,문화/예술
TH03,391,39108,5011025000,(제주)월령선인장자생지,126.2211606,33.3717124,8,20,실외,자연/힐링
TH02,391,39109,5013062000,(서귀포)소리섬박물관,126.4129716,33.25005452,9,23,실내,체험/학습/산업
TH01,391,39110,5013031000,(서귀포)건강과 성 박물관,126.3455569,33.25472382,10,25,실내,문화/예술
TH03,392,39201,5011025300,(제주)애월해안도로,126.3803951,33.47900827,1,0,실외,자연/힐링
TH03,392,39202,5011025000,(제주)한림공원,126.2396923,33.39022333,2,3,실외,자연/힐링
TH03,392,39203,5013031000,(서귀포)오설록녹차박물관,126.3108907,33.2991069,3,5,실내,자연/힐링
TH02,392,39204,5013031000,(서귀포)소인국테마파크,126.3226129,33.29039496,4,7,실외,체험/학습/산업
TH03,392,39205,5013031000,(서귀포)용머리해안,126.3065141,33.23169414,5,9,실외,자연/힐링
TH03,392,39206,5013061000,(서귀포)중문관광단지,126.4347674,33.25145383,6,12,실외,자연/힐링
TH03,392,39207,5013054000,(서귀포)천지연폭포,126.5612847,33.2479047,7,14,실외,자연/힐링
TH03,392,39208,5013025300,(서귀포)남원큰엉,126.7074498,33.28616942,8,17,실외,자연/힐링
TH05,392,39209,5013032000,(서귀포)제주민속촌박물관,126.8430897,33.32128615,9,19,실내,종교/역사/전통
TH03,392,39210,5013025900,(서귀포)섭지코지,126.9082695,33.44931659,10,22,실외,자연/힐링
TH03,392,39211,5013025900,(서귀포)성산일출봉,126.9368006,33.46223466,11,24,실외,자연/힐링
TH03,393,39301,5011058000,(제주)용두암,126.5116818,33.51147176,1,0,실외,자연/힐링
TH03,393,39302,5011025900,(제주)함덕해수욕장,126.6683905,33.5440182,2,3,실외,자연/힐링
TH03,393,39303,5011025600,(제주)만장굴,126.7694074,33.52789656,3,5,실외,자연/힐링
TH03,393,39304,5013025900,(서귀포)성산일출봉,126.9368006,33.46223466,4,7,실외,자연/힐링
TH03,393,39305,5013025900,(서귀포)섭지코지,126.9082695,33.44931659,5,10,실외,자연/힐링
TH03,393,39306,5013025900,(서귀포)일출랜드,126.8398586,33.38499802,6,12,실외,자연/힐링
TH02,393,39307,5013032000,(서귀포)성읍민속마을,126.802159,33.3846452,7,14,실외,체험/학습/산업
TH03,393,39308,5013054000,(서귀포)천지연폭포,126.5612847,33.2479047,8,17,실외,자연/힐링
TH03,393,39309,5013061000,(서귀포)중문관광단지,126.4347674,33.25145383,9,19,실외,자연/힐링
TH03,393,39310,5013031000,(서귀포)산방산,126.3306825,33.25765604,10,22,실외,자연/힐링
TH03,393,39311,5011031000,(제주)생각하는정원,126.2550063,33.32558531,11,24,실외,자연/힐링
TH03,393,39312,5013031000,(서귀포)오설록녹차박물관,126.3108907,33.2991069,12,26,실외,자연/힐링
TH03,393,39313,5013031000,(서귀포)소인국테마파크,126.3226129,33.29039496,13,28,실외,자연/힐링
TH02,393,39314,5011025300,(제주)프시케월드 나비박물관,126.3927879,33.41314158,14,31,실외,체험/학습/산업
TH05,393,39315,5011063000,(제주)관음사,126.5587489,33.42171929,15,34,실외,종교/역사/전통
TH05,393,39316,5011052000,(제주)제주민속자연사박물관,126.5317237,33.50563109,16,36,실내,종교/역사/전통
TH05,393,39317,5011059000,(제주)국립제주박물관,126.5479106,33.51379833,17,38,실내,종교/역사/전통
TH03,394,39401,5013025900,(서귀포)시흥초등학교,126.8949176,33.47972268,1,0,실외,자연/힐링
TH03,394,39402,5013025900,(서귀포)말미오름,126.888852,33.47098261,2,0,실외,자연/힐링
TH03,394,39403,5013032000,(서귀포)알오름,126.7771364,33.32772755,3,6,실외,자연/힐링
TH03,394,39404,5011025600,(서귀포)종달초등학교,126.8972219,33.49277265,4,12,실외,자연/힐링
TH03,394,39405,5011025600,(서귀포)종달리 옛 소금밭,126.9051572,33.49044923,5,13,실외,자연/힐링
TH03,394,39406,5013025900,(서귀포)목화휴게소,126.9016806,33.48178028,6,13,실외,자연/힐링
TH03,394,39407,5013025900,(서귀포)성산갑문입구,126.9109571,33.44208402,7,14,실외,자연/힐링
TH03,394,39408,5013025900,(서귀포)수마포,126.9242718,33.4542884,8,15,실외,자연/힐링
TH03,394,39409,5013025900,(서귀포)광치기해변,126.9082695,33.44931659,9,15,실외,자연/힐링
TH03,395,39501,5013025900,(서귀포)광치기해변,126.9082695,33.44931659,1,0,실외,자연/힐링
TH03,395,39502,5013025900,(서귀포)식산봉,126.9191633,33.46698852,2,1,실외,자연/힐링
TH03,395,39503,5013025900,(서귀포)족지물,126.9144483,33.4625958,3,1,실외,자연/힐링
TH03,395,39504,5013025900,(서귀포)오조리마을회관,126.9149862,33.46148591,4,1,실외,자연/힐링
TH03,395,39505,5013025900,(서귀포)홍마트,126.9116643,33.4500727,5,1,실외,자연/힐링
TH03,395,39506,5013025900,(서귀포)대수산봉,126.9095025,33.4445754,6,1,실외,자연/힐링
TH03,395,39507,5013025900,(서귀포)말 방목장입구,126.8922553,33.42617193,7,2,실외,자연/힐링
TH03,395,39508,5013025900,(서귀포)혼인지,126.8940798,33.414842,8,3,실외,자연/힐링
TH03,395,39509,5013025900,(서귀포)온평포구,126.8972728,33.40943859,9,3,실외,자연/힐링
TH03,396,39601,5013025900,(서귀포)온평포구,126.8972728,33.40943859,1,0,실외,자연/힐링
TH03,396,39602,5013025900,(서귀포)난산리,126.8613305,33.40490276,2,1,실외,자연/힐링
TH03,396,39603,5013025900,(서귀포)통오름,126.8543485,33.39131278,3,2,실외,자연/힐링
TH03,396,39604,5013025900,(서귀포)독자봉,126.8542941,33.38786132,4,2,실외,자연/힐링
TH01,396,39605,5013025900,(서귀포)김영갑갤러리두모악,126.8544366,33.37202903,5,2,실외,문화/예술
TH03,396,39606,5013025900,(서귀포)신풍신청 바다목장,126.8367205,33.36651431,6,3,실외,자연/힐링
TH03,396,39607,5013032000,(서귀포)배고픈다리,126.8171922,33.35318995,7,3,실외,자연/힐링
TH03,396,39608,5013032000,(서귀포)표선해비치 해변,126.8287399,33.3265291,8,4,실외,자연/힐링
TH03,397,39701,5013032000,(서귀포)표선해비치 해변/해양수산연구소,126.8287399,33.3265291,1,0,실외,자연/힐링
TH03,397,39702,5013032000,(서귀포)해병대길,126.7758081,33.32133082,2,1,실외,자연/힐링
TH03,397,39703,5013032000,(서귀포)망오름 정상,126.773529,33.32223553,3,2,실외,자연/힐링
TH03,397,39704,5013032000,(서귀포)영천사/삼석교,126.7639928,33.3185814,4,2,실외,자연/힐링
TH03,397,39705,5013025300,(서귀포)남원포구,126.7415849,33.29014012,5,3,실외,자연/힐링
TH03,398,39801,5013025300,(서귀포)남원포구,126.7415849,33.29014012,1,0,실외,자연/힐링
TH03,398,39802,5013025300,(서귀포)남원큰엉,126.7074498,33.28616942,2,1,실외,자연/힐링
TH03,398,39803,5013025300,(서귀포)종정테웃개,126.6879125,33.275575,3,2,실외,자연/힐링
TH03,398,39804,5013025300,(서귀포)동백나무군락/조배머들코지,126.653701,33.28494934,4,3,실외,자연/힐링
TH03,398,39805,5013025300,(서귀포)넙빌레,126.653701,33.28494934,5,0,실외,자연/힐링
TH03,398,39806,5013025300,(서귀포)망장포/예촌망,126.6192422,33.28278203,6,1,실외,자연/힐링
TH03,398,39807,5013025300,(서귀포)쇠소깍,126.7207056,33.2799141,7,4,실외,자연/힐링
TH03,399,39901,5013025300,(서귀포)쇠소깍,126.7207056,33.2799141,1,0,실외,자연/힐링
TH03,399,39902,5013051000,(서귀포)제지기오름,126.609608,33.24193353,2,3,실외,자연/힐링
TH03,399,39903,5013051000,(서귀포)구두미 포구,126.6002645,33.24571595,3,4,실외,자연/힐링
TH03,399,39904,5013056000,(서귀포)검은여 쉼터,126.5851563,33.28202017,4,5,실외,자연/힐링
TH03,399,39905,5013057000,(서귀포)제주올레사무국&안내국,126.5769566,33.24518083,5,6,실외,자연/힐링
TH03,399,39906,5013051000,(서귀포)서귀포 매일올레시장/서귀포항,126.5639619,33.25001918,6,7,실외,자연/힐링
TH03,399,39907,5013054000,(서귀포)남성리사거리,126.560076,33.2541205,7,7,실외,자연/힐링
TH03,399,39908,5013058000,(서귀포)삼매봉입구,126.5471239,33.24571414,8,7,실외,자연/힐링
TH03,399,39909,5013054000,(서귀포)외돌개,126.5457276,33.2400626,9,7,실외,자연/힐링
TH03,400,40001,5013054000,(서귀포)외돌개,126.5457276,33.2400626,1,0,실외,자연/힐링
TH03,400,40002,5013059000,(서귀포)돔베낭길,126.5315258,33.24181542,2,0,실외,자연/힐링
TH03,400,40003,5013058000,(서귀포)수봉로,126.5601805,33.25598548,3,1,실외,자연/힐링
TH03,400,40004,5013059000,(서귀포)법환포구,126.5141448,33.24314807,4,3,실외,자연/힐링
TH03,400,40005,5013060000,(서귀포)서건도 앞,126.4984851,33.23007721,5,3,실외,자연/힐링
TH03,400,40006,5013060000,(서귀포)강정천,126.4957918,33.26491962,6,4,실외,자연/힐링
TH03,400,40007,5013060000,(서귀포)월평포구,126.4640236,33.24379693,7,6,실외,자연/힐링
TH03,400,40008,5013060000,(서귀포)월평마을 아왜낭목,126.4775447,33.25078255,8,6,실외,자연/힐링
TH03,401,40101,5013060000,(서귀포)월드컵경기장,126.507363,33.24706692,1,0,실외,자연/힐링
TH03,401,40102,5013060000,(서귀포)대신중학교,126.5063956,33.25727311,2,0,실외,자연/힐링
TH03,401,40103,5013060000,(서귀포)엉또폭포,126.4957918,33.26491962,3,1,실외,자연/힐링
TH03,401,40104,5013054000,(서귀포)고근산 정상,126.5140652,33.26682448,4,1,실외,자연/힐링
TH03,401,40105,5013054000,(서귀포)제남아동복지센터,126.5211938,33.26332137,5,1,실외,자연/힐링
TH03,401,40106,5013059000,(서귀포)서호초등학교,126.528513,33.25378488,6,2,실외,자연/힐링
TH03,401,40107,5013059000,(서귀포)하논분화구,126.53276,33.26151163,7,2,실외,자연/힐링
TH03,401,40108,5013058000,(서귀포)삼매봉 입구 삼거리,126.5471239,33.24571414,8,3,실외,자연/힐링
TH03,401,40109,5013058000,(서귀포)외돌개,126.5456637,33.24007542,9,3,실외,자연/힐링
TH03,402,40201,5013060000,(서귀포)월평마을 아왜낭목,126.4775447,33.25078255,1,0,실외,자연/힐링
TH03,402,40202,5013061000,(서귀포)약천사,126.493008,33.240469,2,1,실외,자연/힐링
TH03,402,40203,5013061000,(서귀포)대포포구,126.4544517,33.30260592,3,3,실외,자연/힐링
TH03,402,40204,5013061000,(서귀포)주상절리 안내소,126.4347674,33.25145383,4,5,실외,자연/힐링
TH03,402,40205,5013061000,(서귀포)베릿네오름 입구,126.4220198,33.24743892,5,5,실외,자연/힐링
TH03,402,40206,5013062000,(서귀포)중문색달해변,126.4066115,33.24735915,6,5,실외,자연/힐링
TH03,402,40207,5013062000,(서귀포)예래생태공원,126.3903419,33.24523558,7,6,실외,자연/힐링
TH03,402,40208,5013062000,(서귀포)논짓물,126.3787175,33.24121093,8,6,실외,자연/힐링
TH03,402,40209,5013031000,(서귀포)대평포구,126.3613053,33.23711594,9,7,실외,자연/힐링
TH03,403,40301,5013031000,(서귀포)대평포구,126.3613053,33.23711594,1,0,실외,자연/힐링
TH03,403,40302,5013060000,(서귀포)몰질,126.4802801,33.23535816,2,3,실외,자연/힐링
TH03,403,40303,5013031000,(서귀포)볼레낭길/월라봉,126.3542586,33.24702621,3,7,실외,자연/힐링
TH03,403,40304,5013031000,(서귀포)진모르동산,126.3495748,33.25527865,4,7,실외,자연/힐링
TH03,403,40305,5013031000,(서귀포)자귀나무 숲길/황개천,126.3306825,33.25765604,5,8,실외,자연/힐링
TH03,403,40306,5013031000,(서귀포)화순 금모래해변,126.3356742,33.23959277,6,8,실외,자연/힐링
TH03,404,40401,5013031000,(서귀포)화순 금모래해변,126.3356742,33.23959277,1,0,실외,자연/힐링
TH03,404,40402,5013031000,(서귀포)산방연대,126.314228,33.2362215,2,1,실외,자연/힐링
TH03,404,40403,5013031000,(서귀포)사계포구,126.3065141,33.23169414,3,1,실외,자연/힐링
TH03,404,40404,5013025000,(서귀포)송악산/송악산 전망대,126.2908893,33.20776729,4,2,실외,자연/힐링
TH03,404,40405,5013025000,(서귀포)섯알오름4-3희생자 추모비,126.2726557,33.22234037,5,2,실외,자연/힐링
TH03,404,40406,5013025000,(서귀포)하모해수욕장/모슬포항,126.2539365,33.22261902,6,3,실외,자연/힐링
TH03,405,40501,5013025000,(서귀포)모슬포항,126.2539365,33.22261902,1,0,실외,자연/힐링
TH03,405,40502,5013025000,(서귀포)대정여고,126.2559236,33.2296628,2,0,실외,자연/힐링
TH03,405,40503,5013025000,(서귀포)모슬봉,126.2586578,33.23873924,3,1,실외,자연/힐링
TH03,405,40504,5013025000,(서귀포)정난주 마리아 성지,126.2466301,33.24403336,4,1,실외,자연/힐링
TH03,405,40505,5013025000,(서귀포)신평곶자왈,126.2563499,33.26699995,5,2,실외,자연/힐링
TH03,405,40506,5013025000,(서귀포)정개왓 광장,126.2161324,33.2732805,6,3,실외,자연/힐링
TH03,405,40507,5013025000,(서귀포)효자정려비,126.224825,33.286025,7,3,실외,자연/힐링
TH03,405,40508,5013025000,(서귀포)무릉 생태학교,126.2366939,33.27320288,8,4,실외,자연/힐링
TH03,406,40601,5013025000,(서귀포)무릉 생태학교,126.2366939,33.27320288,1,0,실외,자연/힐링
TH03,406,40602,5013025000,(서귀포)신도 생태연못,126.1899337,33.28219347,2,1,실외,자연/힐링
TH03,406,40603,5013025000,(서귀포)녹남봉,126.1954172,33.2795316,3,2,실외,자연/힐링
TH03,406,40604,5011031000,(제주)한장동 마을회관/수월봉,126.1689338,33.29161177,4,2,실외,자연/힐링
TH03,406,40605,5011031000,(제주)당산봉,126.1735562,33.30826803,5,3,실외,자연/힐링
TH03,406,40606,5011031000,(제주)생이기정길,126.1774932,33.30659915,6,3,실외,자연/힐링
TH03,406,40607,5011031000,(제주)용수포구,126.1636652,33.3251262,7,4,실외,자연/힐링
TH03,407,40701,5011031000,(제주)용수포구,126.1636652,33.3251262,1,0,실외,자연/힐링
TH03,407,40702,5011031000,(제주)충혼탑사거리/용수저수지,126.1834972,33.31769231,2,1,실외,자연/힐링
TH03,407,40703,5011031000,(제주)특전사숲길,126.190604,33.35138625,3,2,실외,자연/힐링
TH03,407,40704,5011031000,(제주)고사리숲길,126.2218798,33.33774491,4,3,실외,자연/힐링
TH03,407,40705,5011031000,(제주)낙천리의자마을,126.2370487,33.32763294,5,3,실외,자연/힐링
TH03,407,40706,5011031000,(제주)저지오름,126.2509651,33.33297215,6,4,실외,자연/힐링
TH03,407,40707,5011031000,(제주)저지마을 회관,126.2559876,33.3326415,7,4,실외,자연/힐링
TH03,408,40801,5011031000,(제주)저지마을 회관,126.2559876,33.3326415,1,0,실외,자연/힐링
TH03,408,40802,5011025000,(제주)큰소낭 숲길,126.2397018,33.34910359,2,1,실외,자연/힐링
TH03,408,40803,5011025000,(제주)오시록헌 농로,126.2319364,33.38781702,3,2,실외,자연/힐링
TH03,408,40804,5011025000,(제주)무명천/월령 선인장 자생지,126.2211606,33.3717124,4,3,실외,자연/힐링
TH03,408,40805,5011025000,(제주)협재해수욕장,126.2389847,33.39248018,5,3,실외,자연/힐링
TH03,408,40806,5011025000,(제주)옹포포구,126.2550477,33.40243021,6,4,실외,자연/힐링
TH03,408,40807,5011025000,(제주)한림항 비양도 도항선 선착장,126.2690952,33.41264761,7,5,실외,자연/힐링
TH03,409,40901,5011025000,(제주)한림항 비양도 도항선 선착장,126.2690952,33.41264761,1,0,실외,자연/힐링
TH03,409,40902,5011025000,(제주)대수포구,126.2675706,33.42931797,2,1,실외,자연/힐링
TH03,409,40903,5011025300,(제주)영새성물/선운정사,126.3071484,33.42936145,3,2,실외,자연/힐링
TH03,409,40904,5011025300,(제주)납읍초등학교 금산공원입구,126.33065,33.43543379,4,2,실외,자연/힐링
TH03,409,40905,5011025300,(제주)백일홍길,126.3362118,33.43258941,5,3,실외,자연/힐링
TH03,409,40906,5011025300,(제주)고내봉 입구,126.3412853,33.46016901,6,3,실외,자연/힐링
TH03,409,40907,5011025300,(제주)고내포구,126.3413413,33.46584209,7,4,실외,자연/힐링
TH03,410,41001,5011025300,(제주)고내포구,126.3413413,33.46584209,1,0,실외,자연/힐링
TH03,410,41002,5011025300,(제주)남두연대,126.3673666,33.46681431,2,1,실외,자연/힐링
TH03,410,41003,5011025300,(제주)구엄돌염전,126.3777568,33.48385641,3,1,실외,자연/힐링
TH03,410,41004,5011025300,(제주)수산봉 입구,126.3860576,33.47487472,4,2,실외,자연/힐링
TH03,410,41005,5011025300,(제주)수산저수지,126.3899193,33.46481043,5,2,실외,자연/힐링
TH03,410,41006,5011025300,(제주)항몽유적지,126.4074345,33.45177182,6,3,실외,자연/힐링
TH03,410,41007,5011025300,(제주)청화마을,126.4342231,33.45525449,7,4,실외,자연/힐링
TH03,410,41008,5011025300,(제주)광령1리 사무소,126.4393074,33.4604849,8,4,실외,자연/힐링
TH03,411,41101,5011025300,(제주)광령1리 사무소,126.4393074,33.4604849,1,0,실외,자연/힐링
TH03,411,41102,5011025300,(제주)무수천 숲길,126.4342231,33.45525449,2,0,실외,자연/힐링
TH03,411,41103,5011067000,(제주)외도월대,126.4321752,33.49285588,3,1,실외,자연/힐링
TH03,411,41104,5011068000,(제주)이호테우해변,126.4558921,33.4961972,4,2,실외,자연/힐링
TH03,411,41105,5011069000,(제주)도두봉,126.4690399,33.50853387,5,3,실외,자연/힐링
TH03,411,41106,5011058000,(제주)레포츠공원,126.4928454,33.51760261,6,3,실외,자연/힐링
TH03,411,41107,5011058000,(제주)용두암,126.5116818,33.51147176,7,4,실외,자연/힐링
TH03,411,41108,5011056000,(제주)관덕정,126.5214701,33.51334199,8,4,실외,자연/힐링
TH03,411,41109,5011051000,(제주)동문로터리 산지천 마당,126.5263559,33.51504133,9,4,실외,자연/힐링
TH03,412,41201,5011051000,(제주)동문로터리 산지천 마당,126.5263559,33.51504133,1,0,실외,자연/힐링
TH03,412,41202,5011059000,(제주)제주항,126.531518,33.51503211,2,0,실외,자연/힐링
TH03,412,41203,5011060000,(제주)사라봉/화북포구,126.5704306,33.52184494,3,1,실외,자연/힐링
TH03,412,41204,5011061000,(제주)삼양검은모래해변/불탑사,126.5949311,33.52622988,4,2,실외,자연/힐링
TH03,412,41205,5011025900,(제주)닭머르동산/대섬,126.6345995,33.52160366,5,3,실외,자연/힐링
TH03,412,41206,5011025900,(제주)조천 만세동산,126.6423592,33.5405063,6,4,실외,자연/힐링
TH03,413,41301,5011032000,추자항,126.4682391,33.50290813,1,0,실외,자연/힐링
TH03,413,41302,5011032000,추자등대,126.2982718,33.95789026,2,16,실외,자연/힐링
TH03,413,41303,5011032000,묵리교차로,126.4742471,33.50100798,3,32,실외,자연/힐링
TH03,413,41304,5011032000,신양항/황경헌의 묘,126.3314042,33.94720603,4,47,실외,자연/힐링
TH03,413,41305,5011032000,돈대산,126.3339173,33.95231141,5,47,실외,자연/힐링
TH03,413,41306,5011032000,추자교/추자항,126.4682391,33.50290813,6,63,실외,자연/힐링
TH03,414,41401,5011025900,(제주)조천 만세동산,126.6423592,33.5405063,1,0,실외,자연/힐링
TH03,414,41402,5011025900,(제주)신흥 해수욕장,126.6494798,33.5472519,2,0,실외,자연/힐링
TH03,414,41403,5011025900,(제주)함덕 서우봉해변,126.6683313,33.54390663,3,1,실외,자연/힐링
TH03,414,41404,5011025900,(제주)너븐숭이 4-3기념관,126.6886562,33.54601504,4,1,실외,자연/힐링
TH03,414,41405,5011025900,(제주)북촌포구 등명대/북촌동굴,126.6908067,33.54322188,5,2,실외,자연/힐링
TH03,414,41406,5011025600,(제주)동복리 마을 운동장,126.7202657,33.53632081,6,2,실외,자연/힐링
TH03,414,41407,5011025600,(제주)김녕농로/김녕서포구,126.7578354,33.55010782,7,4,실외,자연/힐링
TH03,415,41501,5011025600,(제주)김녕서포구,126.7578354,33.55010782,1,0,실외,자연/힐링
TH03,415,41502,5011025600,(제주)환해장성,126.816164,33.52502476,2,2,실외,자연/힐링
TH03,415,41503,5011025600,(제주)월정해수욕장,126.7872494,33.55164047,3,3,실외,자연/힐링
TH03,415,41504,5011025600,(제주)행원포구,126.8077454,33.55641999,4,4,실외,자연/힐링
TH03,415,41505,5011025600,(제주)좌가연대,126.8255785,33.54986115,5,4,실외,자연/힐링
TH03,415,41506,5011025600,(제주)계룡동마을회관,126.8338481,33.5395959,6,5,실외,자연/힐링
TH03,415,41507,5011025600,(제주)뱅듸길/제주해녀박물관,126.8634277,33.52361087,7,6,실외,자연/힐링
TH03,416,41601,5011025600,(제주)제주해녀박물관,126.8634277,33.52361087,1,0,실외,자연/힐링
TH03,218,21801,4833025301,(양산)오봉산 임경대,128.984722,35.330437,1,0,실외,자연/힐링
TH05,218,21802,4833025301,(양산)용화사,128.974931,35.316243,2,3,실외,종교/역사/전통
TH02,218,21803,4833032000,(양산)원동역,128.920537,35.36294,3,6,실외,체험/학습/산업
TH03,218,21804,4833032005,(양산)배내골,128.966005,35.454159,4,8,실외,자연/힐링
TH03,218,21805,4833032006,(양산)배내골송림관광농원,128.996771,35.502172,5,10,실외,자연/힐링
TH03,219,21901,4874025002,(창녕)화왕산,128.560556,35.537222,1,0,실외,자연/힐링
TH05,219,21902,4874025002,(창녕)관룡사,128.553588,35.532123,2,3,실외,종교/역사/전통
TH03,219,21903,4874042000,(창녕)부곡온천,128.587354,35.439024,3,6,실내,자연/힐링
TH03,219,21904,4872025003,(의령)우포늪,128.413777,35.553887,4,9,실외,자연/힐링
TH05,219,21905,4889033001,(합천)해인사,128.098098,35.801178,5,13,실외,종교/역사/전통
TH03,219,21906,4888040001,(거창)가조온천,128.023126,35.698487,6,17,실내,자연/힐링
TH02,220,22001,4886037001,(산청)남사예담촌,127.938107,35.273162,1,0,실외,체험/학습/산업
TH05,220,22002,4886036000,(산청)남명조식유적,127.848936,35.274139,2,2,실외,종교/역사/전통
TH03,220,22003,4886036003,(산청)지리산천왕봉,127.731304,35.336412,3,4,실외,자연/힐링
TH05,220,22004,4886035001,(산청)대원사,127.806521,35.355341,4,6,실외,종교/역사/전통
TH05,220,22005,4886034001,(산청)전구형왕릉,127.800695,35.449752,5,8,실외,종교/역사/전통
TH03,220,22006,4886034002,(산청)전통한방휴양관광지,127.830088,35.441283,6,11,실외,자연/힐링
TH03,220,22007,4886025000,(산청)경호강,127.866499,35.41103,7,13,실외,자연/힐링
TH03,220,22008,4889044001,(산청)황매산 ,127.974095,35.497653,8,15,실외,자연/힐링
TH03,220,22009,4886040001,(산청)정취암,127.974921,35.389631,9,18,실외,자연/힐링
TH02,221,22101,4882040001,(고성)당항포 관광지,128.396567,35.05411,1,0,실외,체험/학습/산업
TH05,221,22102,4822051000,(통영)충렬사,128.417847,34.846626,2,2,실외,종교/역사/전통
TH05,221,22103,4822051000,(통영)세병관,128.423172,34.847744,3,5,실내,종교/역사/전통
TH05,221,22104,4822036001,(통영)제승당 ,128.472291,34.793922,4,8,실외,종교/역사/전통
TH05,221,22105,4824033001,(사천)선진리성,128.047783,35.041512,5,10,실외,종교/역사/전통
TH05,221,22106,4817031000,(진주)진주성,128.076013,35.188478,6,14,실외,종교/역사/전통
TH05,221,22107,4884038002,(남해)충렬사,127.876067,34.942243,7,17,실외,종교/역사/전통
TH05,222,22201,4872025000,(의령)충익사 ,128.261559,35.315737,1,0,실외,종교/역사/전통
TH05,222,22202,4889033001,(합천)해인사 ,128.098098,35.801178,2,4,실외,종교/역사/전통
TH03,222,22203,4887025002,(함양)상림 ,127.719749,35.524023,3,8,실외,자연/힐링
TH05,222,22204,4886037000,(산청)목면시배유지,127.957911,35.28992,4,12,실외,종교/역사/전통
TH05,223,22301,4817031000,(진주)진주성,128.076013,35.188478,1,0,실외,종교/역사/전통
TH05,223,22302,4824033001,(사천)선진리성,128.047783,35.041512,2,2,실외,종교/역사/전통
TH03,223,22303,4882033002,(고성)상족암 군립공원 ,128.151124,34.905098,3,4,실외,자연/힐링
TH05,223,22304,4822036001,(통영)제승당,128.472291,34.793922,4,6,실외,종교/역사/전통
TH05,223,22305,4822051000,(통영)충렬사,128.417847,34.846626,5,9,실외,종교/역사/전통
TH03,223,22306,4831031005,(거제)외도해상농원,128.71202,34.769069,6,11,실외,자연/힐링
TH03,223,22307,4831033002,(거제)해금강,128.6735,34.737714,7,13,실외,자연/힐링
